# Testing 1296 configurations 
# Reading [4] trace.out files from [../parrot-traces/polybench-subset-normal/]
# -> Parrot_l1_2mm.latency_trace.out
# -> Parrot_l1_deriche.latency_trace.out
# -> Parrot_l1_correlation.latency_trace.out
# -> Parrot_l1_adi.latency_trace.out
# Done loading files.
pct acc threshold phase_length stable_min window_start summarize proj_dist proj_delta p_j
0.74847 9.91234 0.65 100000 3 20 1000 5 1 10
0.773798 9.94399 0.65 10000 3 25 1000 10 2 10
0.663947 4.29388 0.5 50000 3 50 1000 5 2 10
0.676902 4.56646 0.5 10000 3 20 1500 5 0.5 4
0.662473 9.57316 0.6 50000 3 50 1500 10 2 10
0.670461 11.4864 0.65 50000 3 50 1000 5 0.5 10
0.714966 4.02824 0.5 10000 3 20 1500 10 2 6
0.690574 6.53402 0.5 10000 3 50 1500 5 2 6
0.780961 11.8473 0.65 10000 3 20 1000 5 2 6
0.658406 7.74432 0.6 50000 3 20 1000 5 0.5 10
0.630429 9.78383 0.6 100000 3 25 1000 5 0.5 10
0.534803 0.464941 0.5 100000 3 50 1500 10 0.5 10
0.655543 5.17496 0.5 100000 3 20 1500 5 2 10
0.565684 0.526682 0.5 100000 3 25 1500 5 0.5 10
0.731174 10.1144 0.65 10000 3 25 1000 5 0.5 10
0.670531 15.5353 0.6 10000 3 50 1500 10 0.5 4
0.73112 8.60759 0.6 50000 3 20 1000 10 2 10
0.727154 15.0011 0.6 10000 3 20 1000 5 1 10
0.674579 11.4551 0.65 100000 3 20 1500 10 2 10
0.521976 4.55207 0.65 10000 3 50 1000 10 0.5 10
0.625984 7.76887 0.65 100000 3 25 1000 10 1 10
0.64515 4.87894 0.5 100000 3 25 1000 5 1 10
0.616926 5.90026 0.5 100000 3 25 1500 10 2 10
0.598654 6.21502 0.5 10000 3 25 1500 10 0.5 10
0.56999 0.22646 0.5 50000 3 20 1500 5 0.5 10
0.666235 4.68793 0.5 10000 3 50 1000 10 0.5 4
0.620868 5.92891 0.5 50000 3 20 1500 10 2 10
0.735071 8.68259 0.6 100000 3 20 1000 5 2 10
0.66227 16.0401 0.6 10000 3 25 1500 10 1 8
0.692231 4.51086 0.5 50000 3 20 1000 5 1 10
0.770228 9.96179 0.65 10000 3 20 1500 5 1 8
0.516637 4.51781 0.6 50000 3 25 1000 10 0.5 10
0.749876 9.87619 0.65 50000 3 20 1000 10 1 10
0.746872 10.0975 0.65 10000 3 50 1500 10 0.5 4
